NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
63,126,1405,10,0,0
21,13,157,9,0,0
271,298,6738,10,67,0
226,166,611,12,55,0
91,61,591,10,19,0
138,374,5445,8,51,0
380,132,373,9,0,0
29,358,3613,6,73,0
538,178,1553,11,40,0
40,33,1013,7,42,0
86,31,69,10,45,0
440,511,7685,15,154,0
50,105,1820,8,104,0
240,120,1060,11,76,0
32,20,430,8,0,0
2334,2162,279,13,160,0
732,755,2336,10,125,0
242,174,1729,8,63,0
9619,11853,3001,9,89,0
531,354,2168,15,70,0
69,2757,1531,11,44,0
79,41,331,7,0,0
22,19,54,10,0,0
376,342,7041,5,63,0
28,44,596,11,0,0
15,647,4527,15,108,0
521,719,15193,8,117,0
332,386,2290,10,160,0
50,88,799,11,107,0
52,89,571,8,0,0
129,202,2066,9,47,0
149,128,1123,9,0,0
293,279,1552,8,49,0
107,370,15464,11,63,0
225,437,3764,10,153,0
342,271,2462,13,160,0
73,114,1023,9,31,0
98,114,457,15,83,0
90,44,513,8,22,0
81,157,7281,10,73,0
62,50,957,13,0,0
59,161,1745,7,44,0
16,13,211,11,0,0
46,20,65,14,0,0
205,182,2147,13,146,0
106,88,246,14,51,0
289,194,2950,11,0,0
867,895,6969,7,57,0
100,141,3534,5,47,0
103,239,2471,6,76,0
105,35,104,11,0,0
2,10,82,11,0,0
192,658,364,8,45,0
42,40,355,15,52,0
38,28,138,8,0,0
3,4,45,6,0,0
17,4,341,13,0,0
18,74,2312,7,28,0
243,247,5866,8,23,0
222,316,1352,11,67,0
301,172,1963,9,74,0
16,18,32,7,17,0
79,117,2318,12,144,0
16,16,316,15,156,0
75,37,673,12,0,0
33,103,501,10,98,0
178,344,7395,12,36,0
45,108,1160,14,42,0
1379,1129,2130,10,0,0
22,21,454,6,100,0
7,1,8,15,0,0
197,341,1899,15,59,0
83,86,29967,6,7,0
64,46,495,9,62,0
32,29,234,14,22,0
129,49,1125,13,0,0
389,363,688,11,104,0
601,579,2044,6,141,0
72,67,133,13,0,0
70,44,269,15,0,0
123,143,579,11,0,0
9,11,175,15,0,0
29,41,678,6,41,0
40,117,1532,11,98,0
548,336,1554,9,159,0
84,98,373,10,37,0
0,255,17680,10,55,0
495,543,523,14,17,0
62,67,1029,8,0,0
1631,294,1133,15,160,0
196,246,2190,4,123,0
10,0,10,5,47,0
58,41,167,13,0,0
971,1310,1649,11,71,0
41,67,182,10,20,0
149,228,5014,10,20,0
123,74,335,13,58,0
672,780,6795,8,0,0
25,10,142,15,153,0
1,154,1309,9,56,0
1351,177,372,12,154,0
188,271,3321,10,35,0
129,82,1097,10,90,0
143,387,8332,8,57,0
9,14,462,7,0,0
75,71,579,7,34,0
71,13,12,10,0,0
66,159,3712,10,0,0
98,126,208,12,122,0
25,32,213,9,64,0
35,115,462,8,158,0
197,209,7844,13,100,0
97,31,271,15,38,0
39,154,7397,6,0,0
0,14,490,10,11,0
43,48,1351,7,21,0
1906,1919,8596,9,66,0
45,60,563,11,0,0
3,5,4,10,0,0
191,1014,11653,6,35,0
17,10,5,12,0,0
45,31,320,14,108,0
12,18,70,11,28,0
15,48,3407,10,117,0
4,13,119,6,0,0
209,86,161,11,0,0
77,11,102,9,56,0
23,23,516,10,0,0
34,14,30,10,24,0
54,5784,692,8,44,0
164,170,642,10,0,0
737,1547,20923,14,10,0
109,113,1894,11,102,0
296,246,2333,15,84,0
112,69,680,8,56,0
84,45,309,11,93,0
153,249,3015,11,0,0
27,9,88,14,0,0
95,60,1070,14,94,0
69,102,4270,10,31,0
96,97,1361,9,104,0
18,77,848,5,72,0
31,53,1271,11,0,0
20,6,67,6,0,0
220,141,2614,9,33,0
291,267,5003,15,123,0
41,28,358,12,44,0
240,21,90,14,0,0
91,95,1482,10,17,0
65,26,220,14,0,0
602,239,140,13,0,0
114,50,1060,6,0,0
116,91,830,10,149,0
0,10,457,14,0,0
248,249,3669,15,38,0
774,4331,4975,10,95,0
5,123,1931,8,0,0
34,39,853,8,23,0
53,66,4258,14,56,0
0,0,2,6,0,0
87,223,2621,8,127,0
80,837,1268,11,158,0
375,325,3602,8,42,0
32,21,49,13,78,0
71,45,568,9,19,0
23,11,34,8,56,0
1608,1331,38,9,160,0
9270,8969,1943,7,160,0
23,3,20,14,0,0
1648,1669,42583,10,43,0
392,396,11025,8,156,0
51,29,35,8,13,0
1454,4349,143,12,0,0
15,14,95,9,0,0
111,315,407,10,138,0
17,11,27,6,0,0
63,67,2769,8,59,0
71,74,6917,6,18,0
40,49,299,13,0,0
22,15,37,9,65,0
407,1315,1729,14,23,0
91,156,2850,8,0,0
51,61,642,14,93,0
72,44,181,11,17,0
12,17,31,12,0,0
156,108,1338,12,53,0
140,387,8128,6,60,0
93,52,510,11,23,0
39,16,177,9,6,0
34,90,2465,11,20,0
325,1160,968,15,14,0
53,38,903,14,52,0
302,385,3733,14,91,0
47,37,183,10,96,0
95,555,10403,9,89,0
21,30,882,7,42,0
120,113,1290,6,31,0
72,88,1805,5,116,0
90,571,1638,9,12,0
203,119,403,15,160,0
0,0,1,15,53,0
5,81,5764,8,75,0
95,106,4898,7,25,0
20,552,5167,8,0,0
58,117,139,12,141,0
16,11,27,15,0,0
36,56,1150,10,0,0
2002,1638,5796,6,12,0
69,55,1912,15,44,0
250,37,155,10,0,0
20,32,887,13,0,0
140,154,2339,15,67,0
141,155,3303,8,0,0
23,33,555,7,26,0
106,46,380,12,79,0
4,631,12050,10,24,0
23,14,16,14,0,0
4,5,23,10,30,0
0,43,1412,14,105,0
8,10,68,10,12,0
128,150,3447,7,96,0
39,133,2092,9,46,0
80,97,17646,7,158,0
84,62,1469,8,139,0
233,191,1431,15,39,0
252,1099,16670,6,73,0
13,41,629,6,29,0
94,32,217,13,21,0
140,660,1313,9,30,0
79,99,933,11,0,0
503,135,94,13,40,0
36,32,664,11,72,0
35,34,225,7,89,0
304,274,303,4,24,0
66,107,1915,14,16,0
9,156,3131,6,0,0
148,427,12557,7,64,0
64,167,5683,10,0,0
1999,1367,17335,9,104,0
173,160,655,8,40,0
84,9,9,11,0,0
1925,1108,350,15,127,0
66,225,2813,15,56,0
10,101,2115,6,27,0
208,672,2517,8,0,0
295,451,3622,15,73,0
96,137,741,11,0,0
502,418,3757,8,78,0
16,10,2,10,0,0
59,148,7869,8,124,0
44,13,74,10,0,0
171,131,8837,11,160,0
13,17,75,7,0,0
659,699,2960,6,21,0
670,1766,17891,8,56,0
48,17,811,11,0,0
9,4,23,14,0,0
15,59,653,13,74,0
3422,3109,2844,13,155,0
639,899,46684,8,29,0
63,78,896,8,0,0
18,14,65,9,0,0
364,277,4542,8,128,0
263,225,1748,12,72,0
339,483,3669,5,57,0
1,2,7,14,0,0
92,80,88,12,78,0
285,284,8307,8,56,0
215,184,2709,12,65,0
169,205,499,9,118,0
65,26,248,11,50,0
68,133,1639,8,62,0
111,79,363,6,155,0
24,3,6,12,0,0
45,64,508,9,20,0
100,48,1230,7,21,0
15,7,102,7,48,0
370,136,5254,10,87,0
28,6,24,14,0,0
7,11,22,9,28,0
158,41,38,7,17,0
4,23,82,10,0,0
155,215,4361,7,83,0
2940,2724,1455,12,80,0
1998,738,3282,7,130,0
129,128,4605,7,16,0
49,102,2286,10,32,0
146,225,44,7,83,0
1184,457,1058,14,43,0
92,91,835,10,43,0
97,90,114,5,119,0
146,156,3658,10,0,0
67,83,502,10,158,0
750,588,8819,8,125,0
46,91,1945,13,0,0
120,74,394,12,12,0
100,112,2659,6,16,0
95,145,1209,5,65,0
123,20,20,12,0,0
59,204,1633,8,155,0
87,46,90,8,0,0
20,15,208,9,0,0
446,361,71,14,38,0
425,598,2936,13,46,0
1,2,13,8,0,0
352,189,1245,8,90,0
4,9,53,10,53,0
313,276,1851,9,60,0
176,996,10664,10,50,0
202,264,4292,8,121,0
10,11,80,11,0,0
124,161,778,11,0,0
21,20,583,7,8,0
42,239,7722,12,20,0
354,331,7973,10,23,0
123,81,5468,8,59,0
21,28,79,8,40,0
10,8,132,7,0,0
62,30,136,9,0,0
133,91,744,9,0,0
388,564,13502,9,12,0
30,53,1976,15,36,0
37,31,360,15,34,0
250,275,139,14,153,0
1528,1436,39550,8,158,0
5,0,63,14,0,0
202,141,520,11,142,0
481,176,1029,10,0,0
58,58,531,10,42,0
293,300,6900,12,122,0
7,1,16,11,0,0
215,209,3731,8,57,0
43,36,547,14,105,0
114,78,478,11,19,0
1235,2579,2356,15,159,0
60,133,848,10,0,0
44,48,14231,4,39,0
1360,3350,5780,4,128,0
36,29,369,13,12,0
26,27,234,9,91,0
33,13,42,12,153,0
327,906,3926,7,15,0
10,48,220,8,47,0
25,29,971,9,93,0
1082,725,1199,11,68,0
60,79,1918,6,0,0
19,12,105,8,30,0
125,453,2901,6,0,0
137,112,3149,10,43,0
20,15,37,15,0,0
41,51,840,10,12,0
475,492,1161,7,121,0
212,173,2053,7,59,0
205,737,15720,10,131,0
48,30,339,6,132,0
47,17,414,6,31,0
7,8,398,13,0,0
0,0,13,10,0,0
162,193,2008,9,8,0
192,172,2449,7,14,0
35,134,3963,11,23,0
11,67,295,15,64,0
1,97,5002,14,0,0
405,124,139,11,32,0
108,233,2362,14,75,0
194,351,12130,10,78,0
66,29,44,12,71,0
22,28,444,11,0,0
41,66,808,8,0,0
77,34,164,8,0,0
109,158,2271,13,77,0
319,269,754,12,46,0
6,2,25,8,0,0
64,66,835,9,18,0
27,26,284,13,113,0
215,205,4977,10,37,0
94,66,86,11,0,0
24,12,76,8,0,0
34,35,306,7,77,0
85,131,4883,8,0,0
199,198,9802,8,82,0
118,43,172,9,0,0
120,91,525,10,134,0
412,359,787,8,40,0
119,17,89,13,73,0
7,0,7,12,0,0
26,69,350,15,29,0
39,31,694,11,20,0
13,47,127,9,10,0
1,0,4,11,24,0
120,53,1005,11,64,0
134,68,2607,8,56,0
160,260,5160,13,52,0
66,34,150,15,154,0
9,13,41,13,0,0
186,81,489,13,100,0
66,40,341,8,40,0
1442,1293,118,14,0,0
43,45,3253,8,11,0
24,37,174,7,0,0
3,19,349,9,28,0
109,37,650,15,45,0
101,2611,18154,7,73,0
43,80,171,11,6,0
352,98,159,10,50,0
171,564,2664,5,0,0
142,188,1749,11,78,0
22,16,210,9,0,0
248,256,21,11,157,0
40,107,1261,11,26,0
9,6,4,8,0,0
10,46,702,12,20,0
17,14,227,8,140,0
45,39,669,7,24,0
925,519,4163,7,0,0
1995,1774,1739,13,151,0
147,141,2968,7,90,0
802,1255,6518,12,96,0
363,170,391,13,0,0
74,238,1150,13,63,0
481,39,99,12,0,0
69,108,7126,14,37,0
141,124,768,8,60,0
534,440,831,7,150,0
0,0,9,12,0,0
97,82,121,14,27,0
1,664,15673,14,25,0
182,3366,2588,11,40,0
34,16,139,5,0,0
141,74,814,11,0,0
70,14,10,10,0,0
35,72,646,13,156,0
19,29,257,10,78,0
282,340,536,9,131,0
20,52,4274,9,0,0
51,29,6325,13,51,0
1061,750,1404,11,156,0
160,160,2192,9,133,0
130,186,2889,8,27,0
31,10,39,9,0,0
1,1,1,10,0,0
49,23,746,9,0,0
6,3,34,11,0,0
37,34,440,11,84,0
0,0,72,7,0,0
88,23,193,6,0,0
28,169,582,12,37,0
184,189,270,7,30,0
101,620,5181,9,61,0
226,122,798,12,21,0
64,44,995,9,13,0
27,13,432,7,66,0
26,9,93,8,13,0
537,596,25508,7,122,0
312,63,224,10,144,0
12,5,9,10,0,0
115,124,3500,8,29,0
8,9,133,11,14,0
14,14,972,6,19,0
52,31,729,5,0,0
40,41,485,15,0,0
10,21,12,10,0,0
475,930,5259,14,99,0
28,56,481,7,22,0
300,853,5556,6,152,0
64,38,228,11,6,0
5,0,1,10,0,0
50,25,38,9,11,0
144,103,898,14,0,0
21,21,3292,10,0,0
287,359,5259,14,30,0
3,20,14,12,41,0
28,31,610,7,35,0
5,18,3,12,5,0
96,23,411,15,0,0
8,12,509,11,0,0
44,51,1928,5,5,0
79,200,207,5,64,0
460,429,4412,15,86,0
47,83,417,12,15,0
8,10,296,11,83,0
73,544,158,9,46,0
66,83,486,13,72,0
1916,3763,951,8,18,0
286,366,5567,10,87,0
27,107,3215,14,29,0
185,322,355,9,56,0
31,6,2,14,0,0
249,274,1695,9,83,0
61,45,224,15,126,0
2,2,5,8,0,0
5291,5773,1598,7,0,0
264,533,2374,9,40,0
0,154,1151,10,23,0
33,84,999,12,160,0
1457,1438,1156,10,0,0
135,319,14001,6,121,0
35,98,802,10,35,0
111,98,218,11,29,0
225,198,290,10,159,0
1,646,35625,11,34,0
33,5,45,8,0,0
7,16,138,14,0,0
11,3,7,12,0,0
134,497,2044,12,158,0
94,23,519,10,79,0
154,43,118,11,84,0
0,12,2567,15,0,0
129,103,679,5,0,0
37,70,2520,9,42,0
0,3,9,10,0,0
99,101,434,11,51,0
329,231,698,6,155,0
140,135,1791,8,76,0
59,100,2525,9,15,0
292,187,660,9,98,0
32169,32783,15686,7,159,0
36,38,591,11,0,0
18,17,385,6,39,0
166,206,10936,6,69,0
37,116,594,12,60,0
75,5516,1952,14,25,0
48,93,8516,5,0,0
117,77,1433,11,60,0
99,83,625,11,22,0
1696,1956,5172,7,152,0
25,9,81,13,123,0
223,780,953,9,0,0
124,191,1404,7,109,0
79,7,57,15,0,0
123,47,2171,11,77,0
5956,6109,3035,10,160,0
75,54,439,9,57,0
31,15,159,6,0,0
102,70,295,8,0,0
61,104,316,11,16,0
633,1296,102623,6,129,0
59,84,1031,7,93,0
384,406,303,10,34,0
10,1,7,12,8,0
1,0,7,9,0,0
30,9,56,15,0,0
123,66,193,12,41,0
196,308,2807,7,112,0
19,9,22,8,17,0
139,182,6071,9,40,0
194,75,312,5,0,0
4,84,5680,12,0,0
54,32,103,10,0,0
143,86,1419,12,95,0
49,50,2420,15,47,0
49,30,1481,12,68,0
120,44,228,9,0,0
96,102,1597,10,22,0
57,41,1139,11,45,0
3,69,2567,10,89,0
112,177,1170,9,8,0
87,221,2359,15,15,0
308,291,465,7,82,0
1051,1040,5769,10,79,0
291,113,118,12,0,0
172,220,2662,12,139,0
213,107,1310,10,0,0
271,697,6467,14,0,0
101,74,456,8,120,0
4,9,1050,13,41,0
121,148,22528,4,82,0
310,695,14426,14,99,0
52,28,116,12,74,0
91,106,2937,9,62,0
249,236,374,8,155,0
22,42,40,10,0,0
64,81,1478,10,48,0
78,110,1194,13,27,0
93,180,1782,8,51,0
63,5,7,10,0,0
1396,2281,4192,9,40,0
111,108,13266,11,75,0
32,12,14,9,0,0
14000,13198,1056,13,141,0
1415,1275,2113,7,88,0
65,72,579,8,43,0
150,74,720,8,28,0
148,92,2037,10,93,0
790,956,977,10,109,0
44,146,650,13,146,0
3,923,54,10,32,0
1,26,2450,13,62,0
158,102,814,13,46,0
80,37,76,5,50,0
831,817,5617,6,135,0
39,49,193,7,29,0
507,650,26227,7,97,0
27,39,1010,6,76,0
44,36,207,4,0,0
5877,6012,4404,12,93,0
372,395,1263,13,0,0
41,63,1506,13,0,0
79,307,8799,9,35,0
194,137,3268,8,18,0
114,113,3123,11,64,0
123,167,1572,12,20,0
72,23,326,15,120,0
2,1,29,15,15,0
11,14,584,7,8,0
261,86,558,14,0,0
54,27,131,12,103,0
98,97,313,9,0,0
184,112,424,9,44,0
30,11,68,11,21,0
277,370,650,13,157,0
131,767,7694,13,0,0
398,335,1733,10,76,0
48,65,1160,13,0,0
51,37,1602,6,34,0
10,21,2551,12,10,0
12259,11355,9318,15,105,0
74,46,441,12,20,0
11,9,15,10,0,0
33,85,242,13,26,0
810,1418,697,10,65,0
1,0,8,15,0,0
14,8,805,12,0,0
99,55,98,9,31,0
151,121,1825,14,0,0
164,196,805,12,16,0
1,155,258,6,88,0
199,1101,7432,11,149,0
84,63,551,7,73,0
46,35,24,8,0,0
559,957,2534,12,131,0
31,34,52,15,0,0
128,136,392,7,154,0
2708,2597,7806,12,131,0
255,179,3012,14,0,0
64,164,762,9,0,0
15,10,19,6,18,0
6,2,558,10,0,0
25,15,67,9,53,0
198,2290,2651,10,30,0
211,42,190,8,0,0
12,10,169,12,154,0
160,122,876,6,0,0
682,1401,6496,12,54,0
86,23,358,10,10,0
129,154,2977,5,64,0
34,24,29,15,0,0
20,37,498,15,0,0
589,619,19154,11,45,0
177,323,719,9,0,0
74,17,7,13,0,0
127,80,462,7,0,0
1805,908,928,12,39,0
30,29,1008,13,82,0
45,60,633,5,0,0
321,198,414,15,90,0
136,142,2025,9,46,0
46,12,64,12,41,0
41,41,624,13,75,0
180,158,4665,6,33,0
84,68,703,6,41,0
1953,1484,1495,10,94,0
350,6201,7340,9,160,0
214,267,7465,12,81,0
360,229,5731,9,52,0
254,115,1478,14,156,0
122,288,2905,10,0,0
193,201,9757,11,68,0
120,84,487,11,0,0
129,49,337,6,0,0
54,51,453,6,70,0
30,31,750,6,19,0
626,771,4106,9,22,0
127,120,155,9,0,0
84,82,1131,9,0,0
290,249,6126,10,67,0
123,98,412,13,157,0
71,103,1117,9,80,0
41,27,862,10,81,0
53,27,1423,11,0,0
117,116,3235,5,9,0
126,122,1145,6,132,0
135,90,1608,12,104,0
305,255,7519,8,72,0
22,21,129,10,133,0
33,45,104,11,78,0
15,11,70,13,22,0
16,10,57,8,0,0
188,23,211,8,63,0
65,39,599,12,0,0
46,88,300,11,26,0
10,9,13,8,0,0
125,89,317,12,86,0
153,87,2773,15,100,0
62,33,2585,5,0,0
15,6,6,8,0,0
644,504,17734,7,93,0
19,13,156,10,0,0
27,7533,464,8,87,0
323,378,4236,15,14,0
68,15,33,10,11,0
89,175,4249,7,24,0
4,3,7,12,0,0
1081,790,2037,6,81,0
185,99,2992,13,83,0
37,11,80,12,63,0
99,96,105,9,37,0
207,189,555,11,0,0
60,71,1605,4,41,0
56,18,272,8,0,0
44,20,13,12,0,0
294,429,3331,9,146,0
296,8109,7638,11,159,0
10,11,623,7,33,0
172,770,2850,10,112,0
34,29,50,6,22,0
190,305,7550,10,0,0
68,39,78,10,45,0
178,77,596,12,86,0
623,553,2943,7,61,0
50,35,182,8,0,0
52,37,479,7,33,0
222,148,3036,15,0,0
34,3,7,7,0,0
43,32,19,14,21,0
182,164,925,10,52,0
180,318,8717,14,0,0
19,24,98,11,23,0
27,51,571,8,65,0
78,32,760,9,120,0
353,369,2441,7,104,0
55,48,450,14,28,0
95,90,3239,6,0,0
85,92,908,9,86,0
5,78,1494,9,75,0
26,50,910,12,71,0
154,152,1566,7,0,0
77,40,1268,7,0,0
175,136,3076,12,77,0
6,4,9,11,0,0
23,3,17,13,0,0
108,343,8597,9,0,0
697,2643,15198,9,49,0
691,846,13063,6,158,0
139,388,6965,7,31,0
182,360,5165,14,24,0
103,89,121,13,0,0
296,233,538,11,95,0
125,119,3286,13,41,0
77,73,1162,14,21,0
791,723,7774,11,103,0
1837,1398,411,12,21,0
26,30,495,10,49,0
95,55,824,8,33,0
96,97,1094,10,0,0
806,1181,12968,7,38,0
19,22,237,10,17,0
773,713,10297,8,93,0
16,26,114,7,0,0
170,179,4208,9,52,0
503,286,3287,7,16,0
7,11,1962,7,35,0
93,579,4238,11,52,0
249,97,124,12,101,0
0,1,12,9,0,0
177,157,963,13,33,0
1,206,5075,9,0,0
47,21,210,7,0,0
166,84,139,10,72,0
16,4,11,11,0,0
25,43,1504,10,86,0
110,85,698,12,0,0
13,9,20,13,0,0
119,67,446,15,0,0
160,148,2314,9,9,0
146,173,885,11,105,0
161,123,199,13,56,0
35,67,2318,9,9,0
32,17,132,10,22,0
90,34,343,14,107,0
17,22,44,9,61,0
85,79,369,15,115,0
45,69,507,12,114,0
25,11,11,15,0,0
5,11,2,10,0,0
10,9,30,10,48,0
83,119,871,10,80,0
44,59,201,9,0,0
22,17,106,8,0,0
270,283,2967,12,32,0
150,74,1468,5,48,0
46,28,393,10,0,0
39,73,653,4,7,0
82,2073,7672,10,141,0
148,47,390,14,56,0
75,50,1517,13,93,0
26,29,5619,8,85,0
229,335,4099,9,39,0
80,92,1116,13,78,0
85,75,105,12,53,0
77,54,203,7,103,0
22,11,12,11,0,0
37,78,52,10,135,0
33,182,1581,12,0,0
14191,14955,1857,14,66,0
109,241,4277,7,76,0
2,0,1,14,0,0
23,35,87,12,50,0
71,218,5845,8,11,0
153,108,1561,15,0,0
51,44,304,11,0,0
109,190,3644,9,22,0
191,227,1774,13,103,0
227,362,4799,15,10,0
5,22,118,15,20,0
6,4,179,8,144,0
314,254,4263,11,128,0
235,533,12200,9,59,0
1152,1559,7769,14,94,0
118,397,15874,10,35,0
548,278,1829,13,51,0
82,51,361,13,0,0
325,706,2341,13,71,0
173,77,864,6,84,0
0,1,18,8,0,0
13,16,528,7,7,0
14,21,567,10,0,0
4,2,11,9,0,0
143,55,1238,13,0,0
65,78,2658,12,83,0
838,634,1329,7,0,0
87,127,2579,9,155,0
178,32,90,13,0,0
5,21,11,8,0,0
51,84,1939,9,0,0
88,71,1030,8,83,0
50,123,1660,7,0,0
16,19,415,6,0,0
113,65,890,6,78,0
1637,1552,315,13,126,0
10,3,18,10,160,0
13,0,2,14,0,0
143,85,3007,11,91,0
15,7,86,8,0,0
791,880,1488,7,81,0
33,20,332,6,46,0
5,10,41,13,77,0
1065,1092,2762,13,97,0
37,44,596,8,0,0
14,10,818,15,0,0
60,62,642,12,0,0
296,553,13307,12,120,0
78,150,1655,13,29,0
17,7,29,7,10,0
60,455,18469,7,59,0
44,21,182,9,22,0
137,288,582,6,0,0
8,987,9002,7,67,0
91,341,381,9,76,0
384,274,1985,10,52,0
75,30,80,9,47,0
180,254,8877,12,22,0
67,193,518,15,0,0
111,129,109,11,0,0
188,1004,2494,5,92,0
20,8,6,11,52,0
127,817,7863,9,90,0
34,76,1089,7,46,0
274,8336,12198,12,65,0
98,180,2607,9,29,0
44,84,1540,14,51,0
54,46,466,8,31,0
16,19,56,9,4,0
83,81,162,12,58,0
90,111,782,5,17,0
63,54,32,15,47,0
46,7,80,10,14,0
48,18,13,9,0,0
0,699,48957,4,22,0
101,268,3160,14,82,0
495,310,555,12,0,0
59,32,893,15,37,0
30,14,228,14,0,0
54,34,675,9,0,0
98,116,549,11,99,0
110,31,257,12,0,0
17,17,44,9,49,0
79,21,214,10,136,0
3,7,23,13,124,0
72,67,2860,12,157,0
28,35,1144,15,87,0
860,892,1803,7,66,0
31,51,2523,10,16,0
121,78,1434,12,0,0
20,14,214,12,57,0
92,36,386,15,119,0
14,12,32,8,0,0
31,36,149,9,0,0
215,103,1816,7,0,0
287,269,267,12,99,0
51,36,555,7,0,0
21,3,17,7,0,0
89,130,1824,15,49,0
550,570,8535,14,82,0
8,4,255,8,0,0
156,98,1215,13,38,0
43,49,268,7,0,0
346,655,2964,14,129,0
24,72,203,14,0,0
2299,2310,438,13,31,0
9,10,352,8,14,0
65,118,2192,15,48,0
31,23,37,14,83,0
62,32,627,7,0,0
23,33,659,15,0,0
228,235,838,6,42,0
104,24926,1699,7,133,0
49,67,7956,13,69,0
162,34,8,9,0,0
1986,1925,2004,11,137,0
1108,1345,22168,9,90,0
82,15,13,11,0,0
582,862,28798,8,61,0
212,153,2424,8,0,0
288,75,174,12,84,0
64,530,401,8,129,0
122,64,860,11,0,0
56,39,294,7,0,0
145,233,3691,8,82,0
94,34,227,9,0,0
56,65,651,6,51,0
119,67,1072,10,0,0
35,89,1672,10,0,0
210,210,212,12,62,0
37,37,697,12,8,0
830,1564,1664,8,71,0
63,47,686,11,147,0
508,346,5184,8,94,0
223,957,5454,9,115,0
1617,1949,2504,9,156,0
283,1175,6572,10,76,0
381,117,3749,7,11,0
22,15,183,9,0,0
172,136,2371,9,39,0
76,27,407,6,45,0
79,28,37,9,0,0
169,112,1690,3,0,0
268,6048,16463,9,158,0
1,0,11,7,38,0
176,196,2720,7,52,0
148,27,208,10,30,0
4560,4261,1260,11,48,0
1416,1208,1243,15,160,0
401,292,773,14,25,0
30,31,158,9,14,0
28,24,270,13,50,0
2484,2502,1536,13,128,0
68,48,558,12,0,0
24,8,116,13,0,0
76,96,886,6,0,0
75,79,1055,7,79,0
127,166,3852,11,68,0
117,38,205,10,25,0
36,43,801,10,44,0
25,21,337,11,0,0
292,233,4597,13,46,0
212,170,442,7,160,0
70,12,82,13,0,0
74,72,2480,5,129,0
122,84,802,4,70,0
36,32,148,8,29,0
88,1041,666,7,0,0
66,6,104,14,0,0
66,72,980,14,0,0
41,51,572,14,0,0
151,100,184,12,90,0
81,83,1081,10,34,0
109,104,2090,15,91,0
66,92,404,8,12,0
1343,576,186,11,70,0
90,880,23913,10,39,0
174,130,3887,15,29,0
82,91,169,12,95,0
346,185,407,13,45,0
86,113,3016,13,36,0
196,108,409,6,138,0
315,401,813,9,53,0
87,83,605,13,0,0
4,0,5,15,0,0
9,4,12,13,0,0
29,66,92,14,0,0
94,66,772,6,25,0
15,9,412,10,0,0
503,347,2484,8,155,0
905,724,4290,12,44,0
36,17,109,13,0,0
12,15,164,9,0,0
99,51,224,6,24,0
97,187,3465,15,83,0
50,8,17,15,51,0
34465,33863,13635,14,154,0
65,50,2670,9,0,0
50,41,450,7,29,0
41,11,84,9,0,0
99,158,1281,7,36,0
195,228,6744,7,33,0
645,801,7828,12,78,0
28,145,138,9,103,0
196,224,8850,11,23,0
895,1074,20537,11,78,0
114,91,3760,9,0,0
203,317,3914,10,11,0
824,539,8175,13,24,0
6,3,40,10,0,0
5766,5243,1362,13,71,0
50,22,185,12,0,0
52,52,455,13,40,0
306,399,1270,10,70,0
188,81,280,15,12,0
566,401,2664,13,64,0
316,213,4652,10,68,0
245,105,1005,13,24,0
72,74,220,9,0,0
685,677,5072,12,89,0
34,7629,4273,10,63,0
285,140,2379,14,104,0
21,146,84,13,41,0
209,97,2950,8,107,0
81,113,2540,7,40,0
34,16,63,11,21,0
219,51,137,15,0,0
169,49,21,9,32,0
202,700,548,12,0,0
7,4,84,9,0,0
356,2318,1974,15,85,0
82,99,2330,10,71,0
97,48,48,13,52,0
2001,1064,4922,7,72,0
8,0,2,11,0,0
14,7,14,7,0,0
91,102,2036,10,46,0
42,56,450,11,55,0
633,426,419,9,17,0
255,121,1306,6,0,0
126,156,1987,11,9,0
48,39,232,10,134,0
205,616,3492,12,64,0
2001,1673,2750,15,114,0
83,68,1607,13,55,0
29,24,746,14,33,0
90,119,363,11,55,0
15,22,367,13,0,0
143,92,441,13,0,0
86,47,315,11,0,0
217,127,1629,13,141,0
11,254,12147,12,14,0
314,122,416,14,17,0
7,2,46,15,7,0
331,351,5221,8,85,0
98,1397,703,12,0,0
46,17,141,8,0,0
641,413,1048,8,160,0
63,49,119,9,0,0
210,233,2381,7,102,0
11,14,25,9,0,0
72,27,147,13,53,0
23,14,129,8,0,0
1959,1072,940,11,155,0
70,46,116,9,0,0
80,61,2104,9,28,0
48,16,176,11,109,0
19,3,7,10,0,0
256,900,1420,6,0,0
27,8,297,5,0,0
172,57,180,11,9,0
24,22,24,15,0,0
130,401,1070,12,0,0
1973,1591,5336,12,96,0
169,47,257,13,0,0
0,3775,4703,15,52,0
243,218,3963,11,145,0
11,2,29,15,0,0
83,135,1613,12,97,0
85,62,2273,12,0,0
181,69,629,15,0,0
125,237,707,15,89,0
141,132,721,11,58,0
21,22,245,8,0,0
648,221,5902,9,76,0
47,32,117,15,41,0
3,452,3279,13,99,0
9,123,4454,10,34,0
0,7,1429,11,0,0
188,175,4379,8,0,0
44,30,54,11,94,0
208,186,4591,13,107,0
258,358,4455,8,59,0
5,1,78,12,0,0
38,56,145,8,0,0
351,302,845,11,0,0
104,43,674,9,0,0
237,386,6823,9,32,0
140,138,65,14,45,0
21,12,30,9,0,0
97,76,795,7,69,0
91,59,696,8,42,0
116,665,891,13,0,0
40,31,90,6,0,0
